2026-03-06 03:02:39.547 | INFO     | __main__:main:1086 - Resolved dataset files: 3
2026-03-06 03:02:39.547 | INFO     | __main__:main:1087 - Model: Qwen/Qwen3-VL-8B-Instruct
2026-03-06 03:02:39.547 | INFO     | __main__:main:1088 - Planning enabled: True
2026-03-06 03:02:39.547 | INFO     | __main__:main:1089 - Multimodal mode: strict
2026-03-06 03:02:39.547 | INFO     | __main__:main:1090 - Image root: /root/autodl-tmp/Open Manus /金融Agent架构/金融Agent/Dataset/finmmr/images
2026-03-06 03:02:39.547 | INFO     | __main__:main:1091 - Output root: /root/autodl-tmp/Open Manus /金融Agent架构/金融Agent/benchmark_results/arch_fix_smoke_finmmr/multi_agent_multi_dataset_20260306_030239
2026-03-06 03:02:39.547 | INFO     | __main__:main:1092 - Dataset execution mode: sequential
2026-03-06 03:02:39.547 | INFO     | __main__:main:1096 - [1/3] Running dataset: /root/autodl-tmp/Open Manus /金融Agent架构/金融Agent/Dataset/finmmr/finmmr_easy_test.json
2026-03-06 03:02:39.578 | INFO     | __main__:run_dataset_job_async:891 - Dataset finmmr_easy_test.json: running 20 samples
2026-03-06 03:02:39.578 | INFO     | __main__:run_dataset_job_async:893 - [finmmr_easy_test.json] [1/20] sample
2026-03-06 03:02:44.852 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1413, Completion=0, Cumulative Input=1413, Cumulative Completion=0, Total=1413, Cumulative Total=1413
2026-03-06 03:02:44.866 | INFO     | app.flow.planning:_create_initial_plan:400 - Creating initial plan with ID: plan_1772737359
2026-03-06 03:02:47.844 | INFO     | app.llm:update_token_count:252 - Token usage: Input=430, Completion=89, Cumulative Input=1843, Cumulative Completion=89, Total=519, Cumulative Total=1932
2026-03-06 03:02:47.845 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:02:50.122 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1643, Completion=56, Cumulative Input=3486, Cumulative Completion=145, Total=1699, Cumulative Total=3631
2026-03-06 03:02:50.123 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:02:50.123 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:02:50.123 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:02:53.573 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1029, Completion=93, Cumulative Input=4515, Cumulative Completion=238, Total=1122, Cumulative Total=4753
2026-03-06 03:02:53.574 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:02:53.574 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:02:53.574 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 0 as completed in plan plan_1772737359
2026-03-06 03:02:53.575 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:02:54.631 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1723, Completion=25, Cumulative Input=6238, Cumulative Completion=263, Total=1748, Cumulative Total=6501
2026-03-06 03:02:54.631 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:02:54.631 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:02:54.631 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:03:00.522 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1189, Completion=93, Cumulative Input=7427, Cumulative Completion=356, Total=1282, Cumulative Total=7783
2026-03-06 03:03:00.522 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:03:00.522 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:03:00.522 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 1 as completed in plan plan_1772737359
2026-03-06 03:03:00.523 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:03:01.819 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1815, Completion=25, Cumulative Input=9242, Cumulative Completion=381, Total=1840, Cumulative Total=9623
2026-03-06 03:03:01.819 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:03:01.819 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:03:01.820 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:03:05.530 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1373, Completion=98, Cumulative Input=10615, Cumulative Completion=479, Total=1471, Cumulative Total=11094
2026-03-06 03:03:05.530 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:03:05.530 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:03:05.531 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 2 as completed in plan plan_1772737359
2026-03-06 03:03:07.618 | INFO     | app.llm:update_token_count:252 - Token usage: Input=501, Completion=76, Cumulative Input=11116, Cumulative Completion=555, Total=577, Cumulative Total=11671
2026-03-06 03:03:07.619 | INFO     | __main__:run_dataset_job_async:893 - [finmmr_easy_test.json] [2/20] sample
2026-03-06 03:03:12.401 | INFO     | app.llm:update_token_count:252 - Token usage: Input=2991, Completion=0, Cumulative Input=14107, Cumulative Completion=555, Total=2991, Cumulative Total=14662
2026-03-06 03:03:12.415 | INFO     | app.flow.planning:_create_initial_plan:400 - Creating initial plan with ID: plan_1772737387
2026-03-06 03:03:16.079 | INFO     | app.llm:update_token_count:252 - Token usage: Input=428, Completion=94, Cumulative Input=14535, Cumulative Completion=649, Total=522, Cumulative Total=15184
2026-03-06 03:03:16.080 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:03:17.236 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1653, Completion=34, Cumulative Input=16188, Cumulative Completion=683, Total=1687, Cumulative Total=16871
2026-03-06 03:03:17.236 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:03:17.237 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:03:17.237 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:03:20.453 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1049, Completion=66, Cumulative Input=17237, Cumulative Completion=749, Total=1115, Cumulative Total=17986
2026-03-06 03:03:20.453 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:03:20.454 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:03:20.454 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 0 as completed in plan plan_1772737387
2026-03-06 03:03:20.454 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:03:24.052 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1693, Completion=75, Cumulative Input=18930, Cumulative Completion=824, Total=1768, Cumulative Total=19754
2026-03-06 03:03:24.053 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:03:24.053 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:03:24.053 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:03:27.753 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1129, Completion=71, Cumulative Input=20059, Cumulative Completion=895, Total=1200, Cumulative Total=20954
2026-03-06 03:03:27.753 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:03:27.754 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:03:27.754 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 1 as completed in plan plan_1772737387
2026-03-06 03:03:30.780 | INFO     | app.llm:update_token_count:252 - Token usage: Input=352, Completion=70, Cumulative Input=20411, Cumulative Completion=965, Total=422, Cumulative Total=21376
2026-03-06 03:03:30.782 | INFO     | __main__:run_dataset_job_async:893 - [finmmr_easy_test.json] [3/20] sample
2026-03-06 03:03:34.153 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1561, Completion=0, Cumulative Input=21972, Cumulative Completion=965, Total=1561, Cumulative Total=22937
2026-03-06 03:03:34.168 | INFO     | app.flow.planning:_create_initial_plan:400 - Creating initial plan with ID: plan_1772737410
2026-03-06 03:03:36.859 | INFO     | app.llm:update_token_count:252 - Token usage: Input=427, Completion=131, Cumulative Input=22399, Cumulative Completion=1096, Total=558, Cumulative Total=23495
2026-03-06 03:03:36.860 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:03:39.543 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1643, Completion=128, Cumulative Input=24042, Cumulative Completion=1224, Total=1771, Cumulative Total=25266
2026-03-06 03:03:39.544 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:03:39.544 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:03:39.544 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:03:41.936 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1029, Completion=103, Cumulative Input=25071, Cumulative Completion=1327, Total=1132, Cumulative Total=26398
2026-03-06 03:03:41.937 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:03:41.937 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:03:41.937 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 0 as completed in plan plan_1772737410
2026-03-06 03:03:41.937 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:03:51.601 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1741, Completion=26, Cumulative Input=26812, Cumulative Completion=1353, Total=1767, Cumulative Total=28165
2026-03-06 03:03:51.601 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:03:51.601 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:03:51.602 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:03:55.803 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1225, Completion=102, Cumulative Input=28037, Cumulative Completion=1455, Total=1327, Cumulative Total=29492
2026-03-06 03:03:55.804 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:03:55.804 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:03:55.804 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 1 as completed in plan plan_1772737410
2026-03-06 03:03:55.805 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:04:05.445 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1853, Completion=26, Cumulative Input=29890, Cumulative Completion=1481, Total=1879, Cumulative Total=31371
2026-03-06 03:04:05.446 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:04:05.446 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:04:05.446 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:04:07.881 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1449, Completion=89, Cumulative Input=31339, Cumulative Completion=1570, Total=1538, Cumulative Total=32909
2026-03-06 03:04:07.882 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:04:07.882 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:04:07.882 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 2 as completed in plan plan_1772737410
2026-03-06 03:04:10.411 | INFO     | app.llm:update_token_count:252 - Token usage: Input=508, Completion=89, Cumulative Input=31847, Cumulative Completion=1659, Total=597, Cumulative Total=33506
2026-03-06 03:04:10.412 | INFO     | __main__:run_dataset_job_async:893 - [finmmr_easy_test.json] [4/20] sample
2026-03-06 03:04:18.657 | INFO     | app.llm:update_token_count:252 - Token usage: Input=6720, Completion=0, Cumulative Input=38567, Cumulative Completion=1659, Total=6720, Cumulative Total=40226
2026-03-06 03:04:18.675 | INFO     | app.flow.planning:_create_initial_plan:400 - Creating initial plan with ID: plan_1772737450
2026-03-06 03:04:21.580 | INFO     | app.llm:update_token_count:252 - Token usage: Input=417, Completion=109, Cumulative Input=38984, Cumulative Completion=1768, Total=526, Cumulative Total=40752
2026-03-06 03:04:21.581 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:04:25.198 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1618, Completion=110, Cumulative Input=40602, Cumulative Completion=1878, Total=1728, Cumulative Total=42480
2026-03-06 03:04:25.199 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:04:25.199 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:04:25.199 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:04:27.117 | INFO     | app.llm:update_token_count:252 - Token usage: Input=979, Completion=51, Cumulative Input=41581, Cumulative Completion=1929, Total=1030, Cumulative Total=43510
2026-03-06 03:04:27.118 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:04:27.118 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:04:27.118 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 0 as completed in plan plan_1772737450
2026-03-06 03:04:27.119 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:04:34.420 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1674, Completion=150, Cumulative Input=43255, Cumulative Completion=2079, Total=1824, Cumulative Total=45334
2026-03-06 03:04:34.420 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:04:34.420 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:04:34.421 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:04:38.502 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1091, Completion=78, Cumulative Input=44346, Cumulative Completion=2157, Total=1169, Cumulative Total=46503
2026-03-06 03:04:38.503 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:04:38.503 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:04:38.503 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 1 as completed in plan plan_1772737450
2026-03-06 03:04:38.504 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:04:41.955 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1757, Completion=23, Cumulative Input=46103, Cumulative Completion=2180, Total=1780, Cumulative Total=48283
2026-03-06 03:04:41.955 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:04:41.955 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:04:41.956 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:04:45.030 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1257, Completion=64, Cumulative Input=47360, Cumulative Completion=2244, Total=1321, Cumulative Total=49604
2026-03-06 03:04:45.030 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:04:45.030 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:04:45.031 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 2 as completed in plan plan_1772737450
2026-03-06 03:04:46.592 | INFO     | app.llm:update_token_count:252 - Token usage: Input=397, Completion=63, Cumulative Input=47757, Cumulative Completion=2307, Total=460, Cumulative Total=50064
2026-03-06 03:04:46.593 | INFO     | __main__:run_dataset_job_async:893 - [finmmr_easy_test.json] [5/20] sample
2026-03-06 03:04:50.050 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1915, Completion=0, Cumulative Input=49672, Cumulative Completion=2307, Total=1915, Cumulative Total=51979
2026-03-06 03:04:50.064 | INFO     | app.flow.planning:_create_initial_plan:400 - Creating initial plan with ID: plan_1772737486
2026-03-06 03:04:52.688 | INFO     | app.llm:update_token_count:252 - Token usage: Input=396, Completion=103, Cumulative Input=50068, Cumulative Completion=2410, Total=499, Cumulative Total=52478
2026-03-06 03:04:52.688 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:04:54.671 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1594, Completion=27, Cumulative Input=51662, Cumulative Completion=2437, Total=1621, Cumulative Total=54099
2026-03-06 03:04:54.671 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:04:54.671 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:04:54.671 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:05:00.060 | INFO     | app.llm:update_token_count:252 - Token usage: Input=931, Completion=88, Cumulative Input=52593, Cumulative Completion=2525, Total=1019, Cumulative Total=55118
2026-03-06 03:05:00.061 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:05:00.061 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:05:00.061 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 0 as completed in plan plan_1772737486
2026-03-06 03:05:00.062 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:05:08.024 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1685, Completion=153, Cumulative Input=54278, Cumulative Completion=2678, Total=1838, Cumulative Total=56956
2026-03-06 03:05:08.024 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:05:08.024 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:05:08.024 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:05:10.268 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1113, Completion=37, Cumulative Input=55391, Cumulative Completion=2715, Total=1150, Cumulative Total=58106
2026-03-06 03:05:10.269 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:05:10.269 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:05:10.269 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 1 as completed in plan plan_1772737486
2026-03-06 03:05:10.270 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:05:11.467 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1742, Completion=41, Cumulative Input=57133, Cumulative Completion=2756, Total=1783, Cumulative Total=59889
2026-03-06 03:05:11.467 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:05:11.467 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:05:11.468 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:05:13.979 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1227, Completion=90, Cumulative Input=58360, Cumulative Completion=2846, Total=1317, Cumulative Total=61206
2026-03-06 03:05:13.980 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:05:13.980 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:05:13.980 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 2 as completed in plan plan_1772737486
2026-03-06 03:05:16.974 | INFO     | app.llm:update_token_count:252 - Token usage: Input=398, Completion=66, Cumulative Input=58758, Cumulative Completion=2912, Total=464, Cumulative Total=61670
2026-03-06 03:05:16.976 | INFO     | __main__:run_dataset_job_async:893 - [finmmr_easy_test.json] [6/20] sample
2026-03-06 03:05:25.785 | INFO     | app.llm:update_token_count:252 - Token usage: Input=7501, Completion=0, Cumulative Input=66259, Cumulative Completion=2912, Total=7501, Cumulative Total=69171
2026-03-06 03:05:25.799 | INFO     | app.flow.planning:_create_initial_plan:400 - Creating initial plan with ID: plan_1772737516
2026-03-06 03:05:29.056 | INFO     | app.llm:update_token_count:252 - Token usage: Input=413, Completion=125, Cumulative Input=66672, Cumulative Completion=3037, Total=538, Cumulative Total=69709
2026-03-06 03:05:29.057 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:05:30.807 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1632, Completion=32, Cumulative Input=68304, Cumulative Completion=3069, Total=1664, Cumulative Total=71373
2026-03-06 03:05:30.808 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:05:30.808 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:05:30.808 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:05:35.545 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1007, Completion=127, Cumulative Input=69311, Cumulative Completion=3196, Total=1134, Cumulative Total=72507
2026-03-06 03:05:35.545 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:05:35.546 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:05:35.546 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 0 as completed in plan plan_1772737516
2026-03-06 03:05:35.546 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:05:36.645 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1758, Completion=41, Cumulative Input=71069, Cumulative Completion=3237, Total=1799, Cumulative Total=74306
2026-03-06 03:05:36.646 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:05:36.646 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:05:36.646 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:05:45.234 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1259, Completion=118, Cumulative Input=72328, Cumulative Completion=3355, Total=1377, Cumulative Total=75683
2026-03-06 03:05:45.234 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:05:45.235 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
2026-03-06 03:05:45.235 | INFO     | app.flow.planning:_mark_step_completed:634 - Marked step 1 as completed in plan plan_1772737516
2026-03-06 03:05:45.235 | INFO     | app.agent.base:run:145 - Executing step 1/6
2026-03-06 03:05:46.657 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1859, Completion=41, Cumulative Input=74187, Cumulative Completion=3396, Total=1900, Cumulative Total=77583
2026-03-06 03:05:46.657 | INFO     | app.agent.toolcall:think:142 - ✨ Manus's thoughts: 
2026-03-06 03:05:46.657 | INFO     | app.agent.toolcall:think:143 - 🛠️ Manus selected 0 tools to use
2026-03-06 03:05:46.658 | WARNING  | app.agent.toolcall:_handle_no_tool_round:206 - Manus: no-tool empty response detected; finishing to avoid idle loop.
2026-03-06 03:05:56.794 | INFO     | app.llm:update_token_count:252 - Token usage: Input=1461, Completion=123, Cumulative Input=75648, Cumulative Completion=3519, Total=1584, Cumulative Total=79167
2026-03-06 03:05:56.794 | INFO     | app.agent.toolcall:cleanup:435 - 🧹 Cleaning up resources for agent 'Manus'...
2026-03-06 03:05:56.794 | INFO     | app.agent.toolcall:cleanup:447 - ✨ Cleanup complete for agent 'Manus'.
